Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,mTurkId,BirthYear,birthYear,pv1,pv2,pv3,pv4,pv5,pv6,pv7,pv8,pv9,pv10,pv11,pv12,pv13,pv14,pv15,pv16,pv17,pv18,pv19,pv20,pv21,amzConnect,amxConnect,aplConnect,bmwConnect,budConnect,cheConnect,chvConnect,ckeConnect,disConnect,fbkConnect,gglConnect,harConnect,hboConnect,ikeConnect,legConnect,levConnect,mcdConnect,mbeConnect,nikConnect,pepConnect,swaConnect,sbxConnect,tarConnect,toyConnect,visConnect,primBSC,primPRM,primOE,primPurch,primNPS - Group,primNPS,primTraits - Groups - Choose up to 3 words,primTraits - Ranks - Choose up to 3 words - Friendly - Rank,primTraits - Ranks - Choose up to 3 words - Reliable - Rank,primTraits - Ranks - Choose up to 3 words - Caring - Rank,primTraits - Ranks - Choose up to 3 words - Trustworthy - Rank,primTraits - Ranks - Choose up to 3 words - Cool - Rank,primTraits - Ranks - Choose up to 3 words - Creative - Rank,primTraits - Ranks - Choose up to 3 words - Simple - Rank,primTraits - Ranks - Choose up to 3 words - Innovative - Rank,primTraits - Ranks - Choose up to 3 words - Convenient - Rank,primTraits - Ranks - Choose up to 3 words - Exclusive - Rank,primTraits - Ranks - Choose up to 3 words - Exciting - Rank,primDist,secBSC,secPRM,secOE,secPurch,secNPS - Group,secNPS,secTraits - Groups - Choose up to 3 words,secTraits - Ranks - Choose up to 3 words - Friendly - Rank,secTraits - Ranks - Choose up to 3 words - Reliable - Rank,secTraits - Ranks - Choose up to 3 words - Caring - Rank,secTraits - Ranks - Choose up to 3 words - Trustworthy - Rank,secTraits - Ranks - Choose up to 3 words - Cool - Rank,secTraits - Ranks - Choose up to 3 words - Creative - Rank,secTraits - Ranks - Choose up to 3 words - Simple - Rank,secTraits - Ranks - Choose up to 3 words - Innovative - Rank,secTraits - Ranks - Choose up to 3 words - Convenient - Rank,secTraits - Ranks - Choose up to 3 words - Exclusive - Rank,secTraits - Ranks - Choose up to 3 words - Exciting - Rank,secDist,zip,attentionCK - Selected Choice,attentionCK - Other - Text,education,employment,relStatus,hispanic,ethnicity - Selected Choice,ethnicity - Other (please specify) - Text,secBSC,Score,RVid,isNew,Score,GeoIP,Country,OldId,OldIDDate,Domain,FraudProfileScore,FPF1,FPF2,FPF3,FPF4,FPF5,FPF6,FPF7,FPF8,FPF9,FPF10,FPF11,FPF12,FPF13,FPF14,FraudFlagCount,RVIDHash2,isMobile,WhiteList,SurveyCode,SubPron,ObjPron,PosPron,SelfPron,DrillDown,Code1,Brand,Image,Code2,CompleteOverall
6/5/18 20:30,6/5/18 20:35,0,69.136.135.83,100,312,1,6/5/18 20:35,R_1r3b1i6hu8RiQlt,,,,,42.42550659,-83.25330353,anonymous,EN,ADOVF9SBJJK33,1,1986,4,2,5,2,3,5,2,6,3,2,5,6,2,2,3,2,1,5,5,2,3,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,3,4,Party,1,1,6,"8,12,2",,3,,,,,1,,,,2,1,3,4,General motors,2,2,7,"9,7,12",,,,,,2,,1,,,3,3,48186,11,Brand,3,1,1,2,1,,3,16,62EF8A23-33B8-439B-A1D3-5F6CC5E02370,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cbf1fecf68c93d78a3d9fe1e789140b089622d9f98312f54d6534d5b049b03,1,,19426430,he,him,his,himself,0,BUD,CHEVROLET,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8CdirRuRg1f5iWV,CHV,1
6/5/18 20:26,6/5/18 20:35,0,76.117.182.123,100,534,1,6/5/18 20:35,R_1CCTgrUjFUodFiR,,,,,40.80859375,-74.18689728,anonymous,EN,A1RATFICCKLCQ,2,1987,5,5,4,4,4,6,3,6,3,4,5,6,4,3,3,3,5,4,6,4,5,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,4,4,quality,2,3,9,"11,9,2",,3,,,,,,2,,1,,3,4,4,exciting,1,3,9,"12,6,9",,,,,2,,,3,,,1,3,7003,11,brand,4,1,5,1,3,,5,16,DBC5B014-2806-4666-8F89-978F3410850B,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15e6ddc98206be3821e229bc384a853c1da2aaf407542a513363b029ea5eee38,0,,62949319,she,her,her,herself,0,MBE,HARLEY-DAVIDSON,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1BsSflDJKP27esJ,HAR,1
6/5/18 20:28,6/5/18 20:35,0,73.219.85.190,100,436,1,6/5/18 20:35,R_2ClK0gCNbPq35qk,,,,,42.31590271,-71.05590057,anonymous,EN,A30KJAZCNCECX2,2,1990,2,1,4,3,3,2,4,4,4,2,4,3,3,1,2,4,2,3,3,1,3,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,coffee,1,1,6,"5,2,6",,2,,,3,,,,1,,,2,4,4,computer,1,3,9,"4,9,2",,3,,1,,,,2,,,,4,2119,11,brand,6,2,5,2,1,,1,4,6DC235A2-0FC1-4D8C-B12C-B13BA808079F,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43238edc9cb80dd33291952667ffdd6b618488c17060ff92f2bddad90e97219e,0,,27043228,she,her,her,herself,0,SBX,APPLE,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eLtxEkM7bIa5hC5,APL,1
6/5/18 20:29,6/5/18 20:35,0,68.201.165.149,100,402,1,6/5/18 20:35,R_vC6dVdwIbDbxEGd,,,,,26.17880249,-98.35949707,anonymous,EN,A3G8OON0TDPN1E,1,1979,5,2,5,2,5,2,4,3,5,3,5,4,2,5,2,5,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,?,5,1,5,"8,5,1",3,,,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,78501,11,brand,4,1,1,1,1,,3,0,AF49F1D9-AF62-48C4-BF1B-E82663E8FA98,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,twcable.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c28e1be92cfddd665665b2046c28becdfd40831036af03afa94cdda63d819403,0,,41493979,he,him,his,himself,0,,,,,1
6/5/18 20:27,6/5/18 20:36,0,65.35.49.180,100,496,1,6/5/18 20:36,R_R4BbFX6YJopsh4R,,,,,28.93449402,-82.47229767,anonymous,EN,A265FXZGKVIXVF,1,1976,3,2,4,3,4,2,2,5,3,2,4,4,3,2,1,3,1,4,5,1,3,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,3,Comfortable,4,2,8,"1,5,8",1,,,,,,3,,2,,,2,2,4,Cool,3,2,7,"6,12,2",,3,,,1,,,,,,2,3,34465,11,brand,4,1,1,2,1,,4,11,3D2A7CD5-B429-44D3-930C-34FC894B4CEE,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,twcable.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699ed51484698ce8b312adc5dc77a6a24dbd50f292b6042a3c50a4fc92bad70,0,,25260922,he,him,his,himself,0,SWA,HARLEY-DAVIDSON,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_1BsSflDJKP27esJ,HAR,1
6/5/18 20:27,6/5/18 20:36,0,68.109.110.117,100,509,1,6/5/18 20:36,R_1qVZM7N2bSptaPC,,,,,30.48049927,-87.1996994,anonymous,EN,A1DNNPAO6LS9DP,1,1968,5,3,6,4,5,2,3,6,3,4,5,2,3,2,2,3,1,3,3,1,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,Money,1,2,7,"5,8,2",,3,,,,,2,,1,,,4,5,5,Diet,1,3,10,"2,5",,1,,,,,,,2,,,5,32506,11,brand,3,5,5,2,1,,2,3,DA9DC786-987C-4D15-8B62-48C1F08403B1,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,cox.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c3981aad3f3869b9c5212b4f4e7443387fc4f5a2f2c959eabcd753774a32657d,0,,14290104,he,him,his,himself,0,VIS,COCA-COLA,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_ag6UH4F4GL64Ykd,CKE,1
6/5/18 20:29,6/5/18 20:36,0,73.251.140.134,100,424,1,6/5/18 20:36,R_3qPRMxVxBUxFoqJ,,,,,39.18569946,-78.16329956,anonymous,EN,A2TV4MWIOBMNMS,2,1982,5,2,6,5,6,6,4,6,4,4,5,6,5,1,5,6,3,6,6,2,5,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,4,5,CUSTOMER SERVICE,3,3,10,"2,5,4",,1,,3,,,,,2,,,5,4,5,MOVIES,1,3,10,"12,6,11",,,,,2,,,,,3,1,4,22655,11,brand,3,1,3,2,1,,4,12,2082B27C-08CD-46EC-9232-FB90985FE14A,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3cdb6296c7891fded2f2bb7efa4e961cd248637acf612c31178c8a98f08aaa4d,0,,23004420,she,her,her,herself,0,SWA,HBO,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7VzNzoICEQt451P,HBO,1
6/5/18 20:28,6/5/18 20:36,0,144.163.155.31,100,513,1,6/5/18 20:36,R_1PSGKjy5ALLhIhL,,,,,35.25669861,-91.23509979,anonymous,EN,COPIEDA5FC4XVUTF4B6,2,1991,6,3,1,5,3,6,6,5,5,3,6,6,5,4,5,6,4,4,2,6,4,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,4,My dad,4,2,8,"2,4,12",,1,,2,,,,,,,3,5,4,5,Special,1,3,9,"8,2,5",,2,,,,,1,,3,,,4,72751,11,Brand,3,3,1,2,1,,4,12,EF174E6E-F072-4510-826F-82F19A3C9F4A,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,qwest.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26b8f000b364e8b7c653a1477dd01525c2b5553cc9fd8f65d966292d3860c7ba,1,,28211399,she,her,her,herself,0,HAR,CHEERIOS,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3D8c5DqhySwmpnL,CHE,1
6/5/18 20:32,6/5/18 20:36,0,112.198.176.127,100,266,1,6/5/18 20:36,R_1rjPdMmVZsb0Zvj,,,,,13.88130188,121.1343994,anonymous,EN,A247PDSKLZU86P,1,1983,3,3,5,4,4,4,6,4,4,4,5,4,4,4,2,3,3,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,LOVE,1,1,0,"4,7,2",,3,,1,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,21014,11,brand,4,1,1,2,1,,1,0,074A445F-8B4D-41A9-949E-9616A0E65613,TRUE,0,0,PH,0,1/1/0001 12:00:00 AM,infratexenviro.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27c81d37543e898ee852700a0abbae97d7d968059ea520b2b9ae5301f9a62ee6,1,,29662801,he,him,his,himself,0,,,,,1
6/5/18 20:29,6/5/18 20:36,0,67.184.167.101,100,444,1,6/5/18 20:36,R_3L7STcr2yDnE7pZ,,,,,42.16169739,-88.32849884,anonymous,EN,A2YQBBAK7NBZHU,2,1988,2,5,5,5,4,4,4,4,2,4,4,5,5,4,3,5,3,6,3,1,4,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,1,3,4,Suburban,2,2,7,"4,2,1",3,2,,1,,,,,,,,4,5,5,Movie,1,3,10,"6,11,12",,,,,1,,,,,2,3,5,60010,11,brand,4,3,1,2,1,,6,13,C0D2E444-405D-4DCF-A734-36CDB302E434,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60d2442dfe6d4337d098971414ecc668d5d6e0809d9388745e58152e2167a82d,0,,58335161,she,her,her,herself,0,CHV,HBO,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7VzNzoICEQt451P,HBO,1
6/5/18 20:27,6/5/18 20:36,0,73.231.98.94,100,578,1,6/5/18 20:36,R_3HTYeLzR7cCRB9m,,,,,38.00509644,-121.8386993,anonymous,EN,A10AEEDV3E8M6U,2,1988,4,4,5,3,5,3,3,3,3,5,5,4,3,5,3,4,2,4,4,2,5,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,4,3,Simple,4,2,8,"8,5,2",,3,,,,,1,,2,,,4,4,3,Efficient ,1,3,9,"2,4,8",,1,,2,,,3,,,,,5,94513,11,brand,4,6,5,2,3,,2,12,7983BCF0-0C84-4DED-AF09-DD105AE88AB0,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3cfd98565ddd0582bfe97b566dc6d3140d9d554c401dd864ae30b3133653a001,0,,76511145,she,her,her,herself,0,SWA,TOYOTA,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e9GiLzNRogGiqbj,TOY,1
6/5/18 20:27,6/5/18 20:36,0,174.206.43.232,100,548,1,6/5/18 20:36,R_24qmhD8u6MzEeGV,,,,,33.00169373,-96.84410095,anonymous,EN,A2PHBRRJSXBTEC,2,1986,5,2,5,4,4,4,2,6,4,3,3,5,4,1,2,2,2,4,4,2,4,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,1,3,4,quality,2,2,8,"7,9,12",,,,,,1,,2,,,3,4,4,4,ex-husband,1,1,6,"5,2,8",,2,,,,,3,,1,,,3,75248,11,brand,6,1,3,2,1,,4,14,76EA8BC5-58F2-49EF-A657-10186DE9E48F,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,verizonwireless.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71044b524e20e7ef0c0e498b97c04432e7345b1c849815ac03d1320ed23d7514,0,,70424414,she,her,her,herself,0,HBO,STARBUCKS,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eOKJilxlTQWOkDz,SBX,1
6/5/18 20:30,6/5/18 20:36,0,76.103.33.242,100,381,1,6/5/18 20:36,R_2sRqOp1JrwxgS5U,,,,,37.95359802,-122.0780029,anonymous,EN,A35JIQGE3V7YIC,1,1974,2,3,3,4,4,2,2,4,2,3,4,3,4,3,2,4,3,3,3,1,3,1,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,3,4,Coolness,3,2,8,"6,12,8",,,,,1,,3,,,,2,4,3,3,Affordable,1,1,5,"5,8,1",3,,,,,,2,,1,,,3,94517,11,brand,4,1,1,2,1,,8,16,1151381C-C4E4-4654-A66F-698CB20918A7,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c5396ebc49a828470d6baec0cde4f4304a93463a0c72b001eb2ebd0a037d5ed4,1,,15327436,he,him,his,himself,0,HAR,CHEVROLET,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8CdirRuRg1f5iWV,CHV,1
6/5/18 20:27,6/5/18 20:36,0,75.132.146.27,100,558,1,6/5/18 20:36,R_1LiMISDBJhFzhNK,,,,,38.54200745,-89.99189758,anonymous,EN,A1WWDLR9F8RBMN,1,,3,2,5,3,4,3,1,5,2,3,5,5,2,2,2,2,2,2,5,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,Secure,4,1,5,"4,2,9",,2,,1,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,33511,11,brand,6,1,5,2,2,,5,1,58791BB5-070B-4097-B9B4-CB551F3329FB,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,charter.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e12b75d63748895918b7abb9eed00524c98aa39ec001072b08ae9b8e00ff7575,1,,63238877,he,him,his,himself,1,APL,APPLE,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eLtxEkM7bIa5hC5,,1
6/5/18 20:28,6/5/18 20:36,0,74.43.84.207,100,490,1,6/5/18 20:36,R_bdC337DrntNwoKJ,,,,,48.05180359,-122.1771011,anonymous,EN,A38MQD896TZWG1,2,1978,4,4,6,4,5,5,3,5,2,3,5,6,4,4,3,4,2,6,6,2,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,5,5,CHAI!,1,3,10,"1,12,7",1,,,,,3,,,,,2,5,3,4,"Crables (sorry, it's an inside joke, but it's an honest answer)",2,2,8,"2,5,8",,1,,,,,3,,2,,,3,98270,11,brand,4,1,1,2,1,,6,5,1A3218EC-6702-41B2-A6DE-0FB2B691B817,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,frontier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dfc64fadd04b648f212380962f7b23d237f5ce40045ee54e143f851a583ca566,0,,48058795,she,her,her,herself,0,SBX,TARGET,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b3qmp5qG2JjpjcV,TAR,1
6/5/18 20:31,6/5/18 20:37,0,75.139.160.114,100,356,1,6/5/18 20:37,R_296b6tq6c4VBB45,,,,,47.37069702,-120.3592987,anonymous,EN,AYLJCFV3ZPX85,2,1980,6,2,6,3,6,3,4,6,6,2,6,6,4,6,3,6,3,6,5,1,5,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,5,5,Fresh,1,3,10,"6,11,2",,3,,,1,,,,,2,,5,5,5,Clothes,2,3,10,"2,1,11",2,1,,,,,,,,3,,5,98801,11,brand,4,1,5,2,1,,2,7,4EEE9D22-190B-45EC-BF87-9D52B3B56429,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,charter.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23561ed8b13002d36625ab9adcc93d73b8b8f02df604924189f4b01df862e65f,0,,45936533,she,her,her,herself,0,PEP,TARGET,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_b3qmp5qG2JjpjcV,TAR,1
6/5/18 20:32,6/5/18 20:37,0,98.232.3.67,100,275,1,6/5/18 20:37,R_31uSP147wFzId1W,,,,,47.62060547,-122.0227051,anonymous,EN,ATUHO8M1HOC0N,1,1994,4,3,6,4,4,5,3,4,3,3,4,3,3,2,2,3,2,2,3,2,3,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,4,4,luxury,2,3,9,"9,11,12",,,,,,,,1,,2,3,2,5,5,sporty,1,3,10,"6,8,7",,,,,1,3,2,,,,,1,98008,11,brand,4,4,5,2,1,,5,18,D24FE719-9E18-44AB-9580-8CAA57BDFB24,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99160d0052116cd5c332488b828bf8f6be3ccf59c13e730be61eee36c5a5d28e,0,,86191257,he,him,his,himself,0,MBE,BMW,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6DasTKesVduUbfD,BMW,1
6/5/18 20:28,6/5/18 20:37,0,71.112.135.164,100,528,1,6/5/18 20:37,R_2RZX2Fat3JZh0uj,,,,,40.34899902,-79.61519623,anonymous,EN,A3OF8TUITB6QX4,1,1986,5,3,6,4,4,4,1,5,3,5,4,4,4,4,3,3,2,3,4,2,3,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,5,5,Just got off work. Time to relax.,1,3,10,"4,1,8",2,,,1,,,3,,,,,4,5,5,Sopranos was a great show.,1,3,10,"9,8,11",,,,,,,2,1,,3,,4,15132,11,brand,3,1,5,2,2,,2,10,2CD0941E-9E13-487E-8B78-59A5BF180D3C,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,verizon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e769df264502bed0341444c569fc503264c34f2c91be00f42ac0a0d95381256e,0,,27756280,he,him,his,himself,0,BUD,HBO,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_7VzNzoICEQt451P,HBO,1
6/5/18 20:26,6/5/18 20:37,0,47.187.132.206,100,639,1,6/5/18 20:37,R_1IL58j853JaTXek,,,,,33.07699585,-97.07019806,anonymous,EN,A1GBREDIXVK4SW,1,1942,3,2,2,3,2,3,4,3,3,2,3,5,3,5,2,4,3,5,4,3,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,4,4,"Low cost, yet fun",3,3,10,"1,4,2",1,3,,2,,,,,,,,4,4,4,HappyMeal,1,3,9,"2,3,4",,1,2,3,,,,,,,,4,75077,11,brand,4,2,1,2,1,,4,13,33BDC1CF-D489-4C14-BA13-C74DB0B75BD5,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,frontiernet.net,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1909bda5c05ffa5644d36b66385ad2b1a36042ebebbd314d1aa92d3b5428d9e2,0,,26775324,he,him,his,himself,0,SWA,MCDONALD'S,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9zEdar2Hqz1HlFr,MCD,1
6/5/18 20:29,6/5/18 20:37,0,68.116.114.50,100,493,1,6/5/18 20:37,R_1q4IqQjfN3LMQvS,,,,,43.37399292,-124.1477051,anonymous,EN,A1KHPVOCDGKCCJ,2,1987,5,2,3,5,6,4,6,6,3,3,4,6,4,6,2,4,2,6,6,6,3,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,4,4,tahoe,3,3,9,"2,4,3",,1,3,2,,,,,,,,4,5,5,rav4,1,3,10,"2,4,5",,1,,2,,,,,3,,,5,97459,11,brand,4,1,1,1,1,,6,11,3F3A4D97-C174-45EB-9E05-C3384F11C189,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,charter.net,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,045769a01f54011d1afeab0c50447a9521819154ffc59f665cd16344a5b48e10,0,,38696718,she,her,her,herself,0,CHV,TOYOTA,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e9GiLzNRogGiqbj,TOY,1
6/5/18 20:31,6/5/18 20:37,0,108.27.249.108,100,396,1,6/5/18 20:37,R_2eVG4qqCUZkaaGf,,,,,40.90829468,-73.83460236,anonymous,EN,A1A2XH9JVSN8Z0,2,1946,4,1,5,1,6,4,1,1,5,3,6,2,1,3,1,1,1,3,6,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,quality,4,3,10,"4,2",,2,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,10704,11,brand,6,6,5,2,1,,1,1,944052F0-F87F-4F6E-BF47-DED0C0035391,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,verizon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f41c7cce24532c41757c2cac863001c437a9b344e208c52214dec259864f2178,0,,70262543,she,her,her,herself,1,TOY,TOYOTA,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_e9GiLzNRogGiqbj,,1
6/5/18 20:29,6/5/18 20:37,0,142.147.59.161,100,510,1,6/5/18 20:37,R_2dXSxDgOOPYviPg,,,,,41.87449646,-87.65029907,anonymous,EN,A31CYXT7WHIG2B,1,1982,5,2,2,4,3,4,1,5,4,2,5,3,2,4,4,1,3,5,2,3,3,1,1,2,2,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,4,5,friendly,2,3,10,"1,5,2",1,3,,,,,,,2,,,3,4,4,classic,2,3,9,"2,8,4",,1,,3,,,2,,,,,3,60607,11,brand,6,1,1,2,1,,6,11,B5B78456-CB9E-43CF-B685-DB0CA726E9C5,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,everywherewireless.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86e895a0eb7849571eddb71bdd14d6e5e4fcad3893bff3e8d8522dc8b5d2d1fa,0,,52585972,he,him,his,himself,0,SWA,BUDWEISER,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_a9I4chGjThj6eqh,BUD,1
6/5/18 20:30,6/5/18 20:37,0,47.36.178.14,100,441,1,6/5/18 20:37,R_3WxsInEkqWhK1Lr,,,,,42.33929443,-122.7986984,anonymous,EN,A286H1M66CL5ZI,2,1995,3,4,5,3,3,2,3,4,3,5,5,6,3,3,2,3,3,4,5,2,3,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,car,1,2,8,"4,2,1",3,2,,1,,,,,,,,3,2,3,phone,1,2,8,"9,6,12",,,,,2,,,1,,,3,4,97504,11,brand,3,2,5,2,1,,1,6,6E103397-5CD0-48F9-8FBF-4AF5398CECCB,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,charter.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40909b65c796b81a5f373601b0e3f70e106d7858f54fd01263133138466f2e3a,0,,86275716,she,her,her,herself,0,TOY,APPLE,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eLtxEkM7bIa5hC5,APL,1
6/5/18 20:30,6/5/18 20:38,0,8.25.104.5,100,458,1,6/5/18 20:38,R_6ria65Bunx8Ew8h,,,,,39.08920288,-77.1835022,anonymous,EN,A15Y9M6HSB2D9D,2,1986,2,1,4,2,4,4,3,5,5,2,5,4,2,5,3,3,3,5,3,6,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,2,1,2,3,Coffee,2,2,7,"2,5,4",,1,,3,,,,,2,,,2,4,3,Convenient,1,3,10,"2,8,5",,1,,,,,2,,3,,,4,47145,11,brand,4,1,1,2,1,,4,15,E7185EB7-D4A1-4F52-9517-BA504A42B248,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comscore.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959c80c656400fa83e09ee7daa53417b470ec982232b325cf62c0940b6148963,1,,88264886,she,her,her,herself,0,SBX,MCDONALD'S,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9zEdar2Hqz1HlFr,MCD,1
